title,company,location,salary_avg,salary_min,salary_max,is_remote,seniority,category,skills,post_date,scraped_date
Global Estimating Lead - Data Center Fit-Out,Oracle,"Tallahassee, Leon County",168003.03,168003.03,168003.03,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Meteorologist - Data Analyst,NextEra Energy,"Haverhill, Palm Beach County",90287.75,90287.75,90287.75,0,Junior,"Energy, Oil & Gas Jobs",['r'],2025-12-20,2025-12-22 00:08:45
Senior Corporate Analytics Developer,RxBenefits,"Virginia Beach, Virginia Beach City",90467.55,90467.55,90467.55,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
"Central Monitoring, Manager",Parexel,"Capitol, Richmond",117378.68,117378.68,117378.68,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Sr Systems Analyst,Robert Half,"Tarrytown, Travis County",95568.27,95568.27,95568.27,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Web Optimization Manager-Remote,Column Technical Services,"Grand Central, Manhattan",167639.4,167639.4,167639.4,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
"Director, Biz Experience Data Science",Meta,"Tarrytown, Travis County",186047.02,186047.02,186047.02,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
"Technical Data Analyst, Staff",Intermountain Health,"Springfield, Sangamon County",97232.14,97232.14,97232.14,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Global Estimating Lead - Data Center Fit-Out,Oracle,"Capitol, Richmond",167744.0,167744.0,167744.0,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:45
"Data Engineer, Product Analytics",Meta,"Tarrytown, Travis County",157173.12,157173.12,157173.12,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
"Technical Data Analyst, Staff",Intermountain Health,"Tarrytown, Travis County",115234.24,115234.24,115234.24,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
"Staff Data Analyst, People Analytics",Aurora Innovation,"Mountain View, Santa Clara County",186000.0,143000.0,229000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Senior Corporate Analytics Developer,RxBenefits,"Illinois Medical District, Chicago",86467.69,86467.69,86467.69,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Tallahassee, Leon County",95404.16,95404.16,95404.16,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Capitol, Richmond",95257.16,95257.16,95257.16,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Senior Corporate Analytics Developer,RxBenefits,"Old Sixth Ward, Houston",94096.03,94096.03,94096.03,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
"Central Monitoring, Manager",Parexel,"Springfield, Sangamon County",118853.17,118853.17,118853.17,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:45
"Lead, Systems Engineering (Data Analyst)",L3Harris,"Ashburn, Loudoun County",67085.54,67085.54,67085.54,0,Senior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Senior Financial Analyst - Capital Markets Finance (CML),Capital One,US,101250.0,94600.0,107900.0,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Global Estimating Lead - Data Center Fit-Out,Oracle,"Springfield, Sangamon County",169851.66,169851.66,169851.66,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Associate Analytics Manager,Molson Coors Beverage Company,"Illinois Medical District, Chicago",140938.53,140938.53,140938.53,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
"Central Monitoring, Manager",Parexel,"Tarrytown, Travis County",140858.44,140858.44,140858.44,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Springfield, Sangamon County",96453.86,96453.86,96453.86,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Global Estimating Lead - Data Center Fit-Out,Oracle,"Tarrytown, Travis County",201298.75,201298.75,201298.75,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Data Analyst - TS/SCI required,General Dynamics Information Technology,"Reston, Fairfax County",100535.07,100535.07,100535.07,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
"Data Engineer, Product Analytics",Meta,"Capitol, Richmond",130973.73,130973.73,130973.73,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
"Data Engineer, Product Analytics",Meta,"Tallahassee, Leon County",131175.98,131175.98,131175.98,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
BI Analyst III,Datavant,"Capitol, Richmond",105821.66,105821.66,105821.66,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
"Data Analyst & BI Solutions Lead - Cincinnati, OH",QTech,"Bevis, Hamilton County",109200.0,104000.0,114400.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
BI Analyst III,Datavant,"Tallahassee, Leon County",105984.77,105984.77,105984.77,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
BI Analyst III,Datavant,"Springfield, Sangamon County",107150.97,107150.97,107150.97,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Senior Financial Analyst - Capital Markets Finance (CML),Capital One,"Capitol, Richmond",104703.27,104703.27,104703.27,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Senior Manager Data Analysis - AML,Capital One,"Capitol, Richmond",235402.23,235402.23,235402.23,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Senior Manager Data Analysis - AML,Capital One,"Tysons Corner, Fairfax County",287359.7,287359.7,287359.7,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Senior Financial Analyst - Capital Markets Finance (CML),Capital One,"Tysons Corner, Fairfax County",127813.26,127813.26,127813.26,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Senior Data Analyst - Commercial Analytics,Capital One,"Capitol, Richmond",124628.82,124628.82,124628.82,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Senior Cloud Migration Engineer,Openkyber,"Texas, US",113403.56,113403.56,113403.56,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Senior Cloud Governance Engineer,Openkyber,"Georgia, US",105648.72,105648.72,105648.72,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Senior Data Analyst - Commercial Analytics,Capital One,"Tysons Corner, Fairfax County",152136.9,152136.9,152136.9,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Linux Kernel Validation Engineer,Openkyber,"Georgia, US",94079.08,94079.08,94079.08,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Junior Cloud Security Analyst,Openkyber,"Georgia, US",95850.48,95850.48,95850.48,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Senior Business Intelligence Analyst,C.H. Robinson,"Illinois Medical District, Chicago",144560.11,144560.11,144560.11,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Senior Business Intelligence Analyst,C.H. Robinson,"Fox Valley Facility, DuPage County",159318.19,159318.19,159318.19,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Tarrytown, Travis County",114311.97,114311.97,114311.97,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:48
GSS Data Analyst,CYNET SYSTEMS,"New Iberia, Iberia Parish",46800.0,41600.0,52000.0,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Snowflake Architect,Argyllinfotech,US,104000.0,104000.0,104000.0,0,Junior,IT Jobs,"['scala', 'snowflake', 'r']",2025-12-20,2025-12-22 00:08:48
"Manager, Marketing",Carnival Cruise Line,"West Miami, Miami-Dade County",101935.63,101935.63,101935.63,0,Junior,"PR, Advertising & Marketing Jobs",['r'],2025-12-20,2025-12-22 00:08:48
Onsite Business Analyst with Required Public Sector//Healthcare exp,Texcelvision,"Austin, Travis County",168480.0,124800.0,212160.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Business System Analyst SQL,VeeRteq Solutions Inc.,"Portland, Multnomah County",87212.45,87212.45,87212.45,0,Junior,IT Jobs,"['sql', 'r']",2025-12-20,2025-12-22 00:08:48
Healthcare Business Data Analyst with Datawarehouse,E-Solutions INC,"Portland, Multnomah County",55408.34,55408.34,55408.34,0,Junior,IT Jobs,"['sql', 'r']",2025-12-20,2025-12-22 00:08:48
GSS Data Analyst,TekWissen LLC,"New Iberia, Iberia Parish",46800.0,41600.0,52000.0,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
GSS Mud Logging Analyst,Pacer Group,"New Iberia, Iberia Parish",40560.0,39520.0,41600.0,0,Junior,"Energy, Oil & Gas Jobs",['r'],2025-12-20,2025-12-22 00:08:48
GSS Data Analyst,Pacer Group,"New Iberia, Iberia Parish",46800.0,41600.0,52000.0,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Data Architect,VDart Inc,"San Diego, San Diego County",135200.0,133120.0,137280.0,0,Junior,IT Jobs,"['scala', 'r']",2025-12-20,2025-12-22 00:08:48
Azure Databricks Architect,VDart Inc,US,135200.0,124800.0,145600.0,0,Junior,IT Jobs,"['scala', 'r', 'azure']",2025-12-20,2025-12-22 00:08:48
SAP BODS Consultant,Apptad Inc,"Chicago, Cook County",80413.17,80413.17,80413.17,0,Mid-level,IT Jobs,"['scala', 'r']",2025-12-20,2025-12-22 00:08:48
Site Maintenance Manager 150k,Aerotek,"Tampa, Hillsborough County",153468.23,153468.23,153468.23,0,Junior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:08:48
X12 EDI SR Systems Analyst,United Global Technologies,"Baltimore, Baltimore County",117186.41,117186.41,117186.41,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
"Senior Data Analyst, People Analytics - Remote",UnitedHealth Group,"Eden Prairie, Hennepin County",125250.0,89900.0,160600.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:48
Senior Data Engineer,The Clorox Company,"Dublin, Alameda County",260274.95,260274.95,260274.95,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:49
Senior Data Engineer,The Clorox Company,"Alameda Pt, Alameda County",233869.0,233869.0,233869.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:49
Clinical Director,Acorn Health,"Lakeland, Polk County",103800.0,90000.0,117600.0,0,Junior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:08:49
"Clinical Research Associate I - Community & Behavioral Health, Tan Lab (Onsite)",Cedars-Sinai,"Pico Heights, Los Angeles County",78193.52,78193.52,78193.52,0,Senior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:49
Demand Planning Analyst,Fullscript,US,117163.05,117163.05,117163.05,0,Junior,Consultancy Jobs,['r'],2025-12-20,2025-12-22 00:08:49
"Software Engineer, Creator Monetization",Amazon,"SoMa, San Francisco",259849.86,259849.86,259849.86,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:49
Texas Strategic Leadership (TSL) Data Analyst,Esc Region 8,"Pittsburg, Camp County",89152.25,89152.25,89152.25,0,Senior,Consultancy Jobs,['r'],2025-12-20,2025-12-22 00:08:49
Category Manager,Stanford Health Care,"Palo Alto, Santa Clara County",364415.28,364415.28,364415.28,0,Manager,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:08:49
Sr. Payroll Technical Analyst,Sharp HealthCare,"San Diego, San Diego County",76695.09,76695.09,76695.09,0,Senior,Accounting & Finance Jobs,"['aws', 'r']",2025-12-20,2025-12-22 00:08:49
"Data Analyst (Continuous Process Improvement Coordinator) - Naval Test Wing Atlantic (NTWL) - Patuxent River, MD",V2X,"Lexington Park, St. Mary's County",101398.01,101398.01,101398.01,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:49
"Director, Analytics - CGM",Abbott,"Alameda Pt, Alameda County",338857.7,338857.7,338857.7,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:49
Senior Corporate Analytics Developer,RxBenefits,"Pico Heights, Los Angeles County",101328.89,101328.89,101328.89,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:49
"Technical Data Analyst, Staff",Intermountain Health,"Annapolis, Anne Arundel County",118900.11,118900.11,118900.11,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:49
Intern - Health Sciences Data Analyst,United Therapeutics,"Wheaton, Montgomery County",66295.05,66295.05,66295.05,0,Junior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:08:49
Senior Corporate Analytics Developer,RxBenefits,"Druid, Baltimore",90676.31,90676.31,90676.31,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
"Central Monitoring, Manager",Parexel,"Sacramento, Sacramento County",125827.38,125827.38,125827.38,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Software Engineer (Tableau),PDS Tech Commercial,"Linthicum Heights, Anne Arundel County",101197.55,101197.55,101197.55,0,Junior,IT Jobs,"['tableau', 'r']",2025-12-20,2025-12-22 00:08:52
Software Engineer 3,PDS Defense,"Linthicum Heights, Anne Arundel County",110642.8,110642.8,110642.8,0,Junior,IT Jobs,"['tableau', 'r']",2025-12-20,2025-12-22 00:08:52
"Central Monitoring, Manager",Parexel,"Annapolis, Anne Arundel County",145339.75,145339.75,145339.75,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Global Estimating Lead - Data Center Fit-Out,Oracle,"Sacramento, Sacramento County",179817.9,179817.9,179817.9,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Global Estimating Lead - Data Center Fit-Out,Oracle,"Annapolis, Anne Arundel County",207702.92,207702.92,207702.92,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Senior Permitting Data Analyst - Mass Markets FP&A,CenturyLink,US,86690.38,86690.38,86690.38,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:52
"Technical Data Analyst, Staff",Intermountain Health,"La Cienga, Santa Fe County",132972.34,132972.34,132972.34,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Annapolis, Anne Arundel County",117948.61,117948.61,117948.61,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Senior Corporate Analytics Developer,RxBenefits,"Village of Los Ranchos, Bernalillo County",82374.54,82374.54,82374.54,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
"Central Monitoring, Manager",Parexel,"La Cienga, Santa Fe County",162540.42,162540.42,162540.42,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Global Estimating Lead - Data Center Fit-Out,Oracle,"La Cienga, Santa Fe County",232284.81,232284.81,232284.81,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Academic Reporting and Assessment Analyst,Harford Community College,"Bel Air South, Harford County",81314.98,81314.98,81314.98,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Code Corsair (Backend Engineer),Huntridge Labs,US,127500.0,125000.0,130000.0,0,Junior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Data Analyst - TS/SCI required,General Dynamics Information Technology,"Savage, Anne Arundel County",105211.24,105211.24,105211.24,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"La Cienga, Santa Fe County",131907.97,131907.97,131907.97,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:52
"Data Engineer, Product Analytics",Meta,"Annapolis, Anne Arundel County",162173.47,162173.47,162173.47,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
BI Analyst III,Datavant,"Annapolis, Anne Arundel County",131029.57,131029.57,131029.57,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Sacramento, Sacramento County",102113.59,102113.59,102113.59,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Financial Analyst,AppleOne,"Miami, Miami-Dade County",121472.0,121472.0,121472.0,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:52
"Data Engineer, Product Analytics",Meta,"La Cienga, Santa Fe County",181366.89,181366.89,181366.89,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
BI Analyst III,Datavant,"La Cienga, Santa Fe County",146537.23,146537.23,146537.23,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
"Supply Chain Analyst IV, Materials and Data Management",Kaiser Permanente,"Roseville, Placer County",84673.55,84673.55,84673.55,0,Senior,"Energy, Oil & Gas Jobs",['r'],2025-12-20,2025-12-22 00:08:52
Power Bi Developer,Actalent,"North Bethesda, Montgomery County",80609.81,80609.81,80609.81,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
JD Edwards Developer,CyberCoders,"Lawrence, Essex County",127500.0,120000.0,135000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Senior Data Engineer,CyberCoders,"Austin, Travis County",170000.0,160000.0,180000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Senior Data Engineer,CyberCoders,"Hoboken, Hudson County",175000.0,160000.0,190000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Senior Data Engineer,CyberCoders,"New York City, New York",175000.0,160000.0,190000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Senior Data Engineer,CyberCoders,"Brooklyn, New York City",175000.0,160000.0,190000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
HR Data Analyst,T. Rowe Price,"Owings Mills, Baltimore County",92000.0,68000.0,116000.0,0,Mid-level,HR & Recruitment Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Reporting Analyst III,America's Car-Mart,"Rogers, Benton County",61804.98,61804.98,61804.98,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Database Architect 3 - 25-34415,NavitsPartners,"Austin, Travis County",220606.6,220606.6,220606.6,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
"Data Analyst, Trust & Safety",The Knot Worldwide,"New York City, New York",129048.59,129048.59,129048.59,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Analytics Manager II,BlueLabs,US,98979.62,98979.62,98979.62,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Subject Matter Expert (SME) – Data Warehousing & Business Intelligence,Analytica,"Washington, Washington, D.C.",151679.4,151679.4,151679.4,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Big Data Analyst - Excel SME/97135,Volt Workforce Solutions,"Jersey City, Hudson County",105774.94,105774.94,105774.94,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Senior Data Management Analyst 1663655,Network Designs,"King George, King George County",134000.0,123000.0,145000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Global Estimating Lead – Data Center Fit-Out,Oracle,US,144800.0,90100.0,199500.0,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Business Data Analyst - College Lesson Editor (Contract),Study.com,US,55252.04,55252.04,55252.04,0,Junior,Teaching Jobs,['r'],2025-12-20,2025-12-22 00:08:52
"Director, Omnichannel Engine Business Product Owner",Bristol Myers Squibb,"Princeton, Mercer County",263995.78,263995.78,263995.78,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Business & Data Analyst Intern,Terex Corporation,"Watertown, Codington County",47458.26,47458.26,47458.26,0,Junior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:08:52
"Director, Enterprise Architect – AI & Data",Pfizer,US,188000.0,141000.0,235000.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Data Visualization Senior Associate,JPMorganChase,"Jersey City, Hudson County",134750.0,104500.0,165000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Analytics Advisor Vice President,"JPMorgan Chase Bank, N.A.","Chelsea and Clinton, Manhattan",294743.47,294743.47,294743.47,0,Senior,HR & Recruitment Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Analytics Advisor ED,"JPMorgan Chase Bank, N.A.","Chelsea and Clinton, Manhattan",263350.53,263350.53,263350.53,0,Senior,HR & Recruitment Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Senior Associate Analytics Advisory,"JPMorgan Chase Bank, N.A.","Chelsea and Clinton, Manhattan",230953.97,230953.97,230953.97,0,Senior,HR & Recruitment Jobs,['r'],2025-12-20,2025-12-22 00:08:52
Asset Management - Reporting and Information - Data Platform Area Product Owner - Vice President,"JPMorgan Chase Bank, N.A.","Chelsea and Clinton, Manhattan",316911.56,316911.56,316911.56,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:52
"Vice President, Merchant Experience Product Manager - Lifestyle","JPMorgan Chase Bank, N.A.","Chelsea and Clinton, Manhattan",266912.62,266912.62,266912.62,0,Senior,"PR, Advertising & Marketing Jobs",['r'],2025-12-20,2025-12-22 00:08:56
HPE Labs - Business Analyst Intern - AI and Data Science,Hewlett Packard Enterprise Company,"Milpitas, Santa Clara County",159429.45,159429.45,159429.45,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Compensation Analytics & Insights Analyst,"JPMorgan Chase Bank, N.A.","Plano, Collin County",165185.42,165185.42,165185.42,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Salesforce Senior Platform Administrator,Aduro Advisors,US,100000.0,90000.0,110000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Data Governance Analyst,Motorola Solutions,"Chicago, Cook County",114364.0,96928.0,131800.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Central Logistics Oper Analyst,Clean Harbors,"Norwell, Plymouth County",68351.49,68351.49,68351.49,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Supply Chain Data Analyst,Schneider Electric,"Nashville, Davidson County",152986.45,152986.45,152986.45,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Senior Healthcare Business Analyst,HTC Global Services Inc,"Montpelier, Washington County",106969.34,106969.34,106969.34,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
HealthcareDataEngineer III,University of Utah,"Fort Douglas, Salt Lake County",92746.47,92746.47,92746.47,0,Senior,IT Jobs,"['scala', 'sql', 'r']",2025-12-20,2025-12-22 00:08:56
Enterprise Data Architect,Colorado Public Employees' Retirement Association,"Glendale, Denver",180000.0,160000.0,200000.0,0,Junior,IT Jobs,"['scala', 'r']",2025-12-20,2025-12-22 00:08:56
"Data Analyst, Securitizations Reporting",dv01,US,80000.0,75000.0,85000.0,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:56
AI/ML Engineer,Frontier Technology Inc.,"Dayton, Montgomery County",88533.74,88533.74,88533.74,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
AI/ML Engineer,Frontier Technology Inc.,"Chesapeake, Chesapeake City",88012.9,88012.9,88012.9,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Senior Data Analyst,Tuckernuck,"Rosslyn, Arlington County",109806.59,109806.59,109806.59,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Data Analytics & Engineering - Summer 2026 Internship,DICK'S Sporting Goods,US,50469.84,50469.84,50469.84,0,Junior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:08:56
"Navy Financial Associate - Washington, D.C.",Serco Inc.,"Washington, D.C., US",73148.49,73148.49,73148.49,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:56
EHR Application Analyst - Data Processing,Prime Healthcare,"Kankakee, Kankakee County",79742.66,79742.66,79742.66,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Product Marketing Manager,SAS,"Morrisville, Wake County",126892.05,126892.05,126892.05,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Transaction Project Manager II,"LoanCare, LLC",US,53122.4,53122.4,53122.4,0,Junior,Admin Jobs,['r'],2025-12-20,2025-12-22 00:08:56
"ZOETIS Tech & Digital (ZTD) Solutions Architecture & Engineering Intern, GMS",Zoetis,"Parsippany, Morris County",94624.9,94624.9,94624.9,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Senior Data Engineer,NinjaOne,US,96419.27,96419.27,96419.27,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Product Manager - AI & Data Analytics,WorkWave,US,130558.33,130558.33,130558.33,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
"Behavior Technician, Willing to train",Proud Moments ABA,"Canandaigua, Ontario County",44553.92,44553.92,44553.92,0,Senior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Registered Behavior Technician,Proud Moments ABA,"Dominion Park, Onondaga County",68866.62,68866.62,68866.62,0,Senior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:08:56
"Behavior Technician, Willing to train",Proud Moments ABA,"Radisson, Onondaga County",41260.57,41260.57,41260.57,0,Senior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Registered Behavior Technician,Proud Moments ABA,"Fairport, Monroe County",73959.38,73959.38,73959.38,0,Senior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Behavioral Technician - Willing to Train,Proud Moments ABA,"Ocean, Monmouth County",62334.65,62334.65,62334.65,0,Senior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Registered Behavior Technician,Proud Moments ABA,"Smyrna, Rutherford County",70917.77,70917.77,70917.77,0,Senior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Data Analyst Operations,Allegiant,"Las Vegas, Clark County",93440.38,93440.38,93440.38,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Analyst - Multifamily,Hines,"Crestwood, Houston",72609.43,72609.43,72609.43,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:56
2026 Supply Chain Customer Service Intern,AbbVie,"North Chicago, Lake County",35013.79,35013.79,35013.79,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
"Managing Data Scientist – (Chemistry, Materials Controls – Acceleration)",AbbVie,"North Chicago, Lake County",171095.84,171095.84,171095.84,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
