title,company_standardized,location_standardized,source,seniority_level,job_type,work_arrangement,salary_min_parsed,salary_max_parsed,salary_midpoint,salary_range,is_remote,has_salary,post_date_str,description_length,title_word_count,required_skills,url,scraped_at_str,source_id,company,location,description,post_date,scraped_at,salary,salary_min,salary_max,contract_type,category,job_hash
Data Engineer Based in U.S.A,"Advancio,","Altamont, Grundy County",adzuna,Mid-level,Full-time,On-site,81263.05,81263.05,81263.05,"$81,263-$81,263",False,True,2025-12-21,500,5,r,https://www.adzuna.com/details/5550973932?utm_medium=api&utm_source=41102b43,2025-12-21 23:42:37,5550973932,"Advancio, Inc","Altamont, Grundy County","Job Description Job Description This is a remote position.  This position is only for candidates based in Texas or California (U.S.A.) At Advancio, we are passionate about technology and its ability to transform the world. We are rapidly expanding and building a company where we serve exceptional businesses, hire top talent, and have a lot of fun doing what we love! Job Summary: We are seeking an experienced Data Scientist to extract actionable insights from complex datasets and develop advance…",2025-12-21,2025-12-21T23:42:37.992627,"$81,263 - $81,263",81263.05,81263.05,Full-time,IT Jobs,3cd7d731621a9d5ec23b379c5debfec7
Principal Data Scientist (10042),Extreme Networks,"San Jose, Santa Clara County",adzuna,Senior,Full-time,On-site,189202.97,189202.97,189202.97,"$189,203-$189,203",False,True,2025-12-21,500,4,r,https://www.adzuna.com/details/5550973606?utm_medium=api&utm_source=41102b43,2025-12-21 23:42:37,5550973606,Extreme Networks,"San Jose, Santa Clara County","Job Description Job Description Principal Data Scientist – (Gen AI, Machine Learning): Are you energized by the idea of innovating with Generative AI? Do you want to create global impact while tackling challenges at the forefront of Artificial Intelligence? Do you dream of building ground-breaking products that define the future of AI-driven network management? Then come, advance with us at Extreme. This is a greenfield opportunity to shape next-gen networking experiences at the cutting edge of…",2025-12-21,2025-12-21T23:42:37.992627,"$189,203 - $189,203",189202.97,189202.97,Full-time,IT Jobs,1fa2fba720a91f44dd364c19cdb23dd9
"Senior Recruiter, AI & ML",Newsbreak,"Mountain View, Santa Clara County",adzuna,Senior,Full-time,On-site,142106.8,142106.8,142106.8,"$142,107-$142,107",False,True,2025-12-21,500,5,r,https://www.adzuna.com/details/5550973348?utm_medium=api&utm_source=41102b43,2025-12-21 23:42:37,5550973348,NewsBreak,"Mountain View, Santa Clara County","Job Description Job Description About NewsBreak Founded in 2015, NewsBreak is the Content Intelligence platform shaping the future content economy. With over 40 million monthly active users, our flagship platform delivers highly personalized local news and information powered by advanced AI, recommendation systems, and adtech. Recognized by Fast Company as 32 on the Top Workplaces for Innovators, we're proud to be Great Place to Work® certified and home to a dynamic team of technologists, produ…",2025-12-21,2025-12-21T23:42:37.992627,"$142,107 - $142,107",142106.8,142106.8,Full-time,Engineering Jobs,8dac88efb1f9f50bf676d9437202f11f
Principal Data Scientist (10042),Extreme Networks,"Seattle, King County",adzuna,Senior,Full-time,On-site,181931.12,181931.12,181931.12,"$181,931-$181,931",False,True,2025-12-21,500,4,r,https://www.adzuna.com/details/5550971947?utm_medium=api&utm_source=41102b43,2025-12-21 23:42:37,5550971947,Extreme Networks,"Seattle, King County","Job Description Job Description Principal Data Scientist – (Gen AI, Machine Learning): Are you energized by the idea of innovating with Generative AI? Do you want to create global impact while tackling challenges at the forefront of Artificial Intelligence? Do you dream of building ground-breaking products that define the future of AI-driven network management? Then come, advance with us at Extreme. This is a greenfield opportunity to shape next-gen networking experiences at the cutting edge of…",2025-12-21,2025-12-21T23:42:37.992627,"$181,931 - $181,931",181931.12,181931.12,Full-time,IT Jobs,2cc117ec252d38568e6257ab4880e8f3
AI Engineer,Tek Spikes,"San Antonio, Bexar County",adzuna,Mid-level,Full-time,On-site,102745.31,102745.31,102745.31,"$102,745-$102,745",False,True,2025-12-21,500,2,r,https://www.adzuna.com/details/5550971063?utm_medium=api&utm_source=41102b43,2025-12-21 23:42:37,5550971063,Tek Spikes,"San Antonio, Bexar County","Job Description Job Description As an AI Engineer at Tek Spikes, you will be at the forefront of developing innovative artificial intelligence solutions that enhance our products and services. Your role will involve designing and implementing machine learning models, analyzing large datasets, and working collaboratively with cross-functional teams to integrate AI capabilities into our software solutions. You will leverage your expertise in AI techniques to solve complex problems and improve bus…",2025-12-21,2025-12-21T23:42:37.992627,"$102,745 - $102,745",102745.31,102745.31,Full-time,IT Jobs,48f54d0761b4104d57d90c1ea5747267
"Senior Data Scientist, Data & Member Behavior (Campaign Optimization)",Oscar Health,"New York City, New York",adzuna,Senior,Full-time,On-site,141967.81,141967.81,141967.81,"$141,968-$141,968",False,True,2025-12-21,500,9,r,https://www.adzuna.com/details/5550969868?utm_medium=api&utm_source=41102b43,2025-12-21 23:42:37,5550969868,Oscar Health,"New York City, New York","Job Description Job Description Hi, we're Oscar. We're hiring a Senior Data Scientist to join our Engineering team. Oscar is the first health insurance company built around a full stack technology platform and a focus on serving our members. We started Oscar in 2012 to create the kind of health insurance company we would want for ourselves—one that behaves like a doctor in the family. About the role Oscar is in a unique position to drive impact through high engagement with members and a variety…",2025-12-21,2025-12-21T23:42:37.992627,"$141,968 - $141,968",141967.81,141967.81,Full-time,IT Jobs,780413bfddf0b0b38be76df852b47170
Senior Software Engineer - Customer Identity,Stubhub,"New York City, New York",adzuna,Senior,Full-time,On-site,161727.88,161727.88,161727.88,"$161,728-$161,728",False,True,2025-12-21,500,6,r,https://www.adzuna.com/details/5550969516?utm_medium=api&utm_source=41102b43,2025-12-21 23:42:37,5550969516,StubHub,"New York City, New York","Job Description Job Description StubHub is on a mission to redefine the live event experience on a global scale. Whether someone is looking to attend their first event or their hundredth, we're here to delight them all the way from the moment they start looking for a ticket until they step through the gate. The same goes for our sellers. From fans selling a single ticket to the promoters of a worldwide stadium tour, we want StubHub to be the safest, most convenient way to offer a ticket to the …",2025-12-21,2025-12-21T23:42:37.992627,"$161,728 - $161,728",161727.88,161727.88,Full-time,IT Jobs,dd58907e94018f935dea1a192643ef81
Sr. Data Scientist,Bamboohr,"Draper, Salt Lake County",adzuna,Senior,Full-time,On-site,96663.35,96663.35,96663.35,"$96,663-$96,663",False,True,2025-12-21,500,3,r,https://www.adzuna.com/details/5550969459?utm_medium=api&utm_source=41102b43,2025-12-21 23:42:37,5550969459,BambooHR,"Draper, Salt Lake County","Job Description Job Description Please Note: This is a remote position available in the state listed on this job. Additionally, employment with BambooHR is contingent on passing both a background and credit check. Essential Job Duties As a Senior Data Scientist, you'll apply current machine learning and AI algorithms to derive data insights and deliver intelligent services. This involves gaining a deeper understanding of relevant customer needs and business domains, exploring and improving avai…",2025-12-21,2025-12-21T23:42:37.992627,"$96,663 - $96,663",96663.35,96663.35,Full-time,IT Jobs,3c64402b39edadb0d8aa5350f07a7458
Senior Data Scientist (N),Simis,"Norfolk, Norfolk City",adzuna,Senior,Full-time,On-site,98959.05,98959.05,98959.05,"$98,959-$98,959",False,True,2025-12-21,500,4,r,https://www.adzuna.com/details/5550969219?utm_medium=api&utm_source=41102b43,2025-12-21 23:42:37,5550969219,SimIS Inc.,"Norfolk, Norfolk City","Job Description Job Description 100% ONSITE Who We Are : Founded in 2007, SimIS Inc. is an innovative information technology solution Veteran Owned Small Business (VOSB) that models future environments, requirements, and capabilities, and then secures the enterprise from internal and external threats compliant with Federal, State, and industry standard governance to ensure client mission success. Our performance standard is “excellence,” with an outcomes-based, quality focus in our services and…",2025-12-21,2025-12-21T23:42:37.992627,"$98,959 - $98,959",98959.05,98959.05,Full-time,IT Jobs,02acae18846044407b23307c1288ec03
Data Scientist,Valence,"New York City, New York",adzuna,Mid-level,Full-time,On-site,148322.55,148322.55,148322.55,"$148,323-$148,323",False,True,2025-12-21,500,2,r,https://www.adzuna.com/details/5550969309?utm_medium=api&utm_source=41102b43,2025-12-21 23:42:37,5550969309,Valence,"New York City, New York","Job Description Job Description Valence has built the only AI native coaching platform for enterprise, offering personalized, expert, and human-like guidance and support to any leader or employee. We’re not just talking about the future of work — we’re building it now, with the most innovative Fortune 500 companies across healthcare, financial services, manufacturing, and technology. Our focus is on the problems that actually decide whether AI changes how organizations operate — the ones with n…",2025-12-21,2025-12-21T23:42:37.992627,"$148,323 - $148,323",148322.55,148322.55,Full-time,IT Jobs,cf03b066570ca18a4e56fb73f554a4bd
Group Creative Director,Bully Pulpit International,"Washington, Washington, D.C.",adzuna,Director,Full-time,On-site,191181.47,191181.47,191181.47,"$191,181-$191,181",False,True,2025-12-21,500,3,r,https://www.adzuna.com/details/5550967094?utm_medium=api&utm_source=41102b43,2025-12-21 23:42:37,5550967094,Bully Pulpit International,"Washington, Washington, D.C.","Job Description Job Description Bully Pulpit International is an outcomes agency made up of strategists, data scientists, and artists. We come from politics, brands, and government and we communicate without barriers and measure what matters. We have more than 350 team members in six countries and thirteen offices — Berlin, Brussels, Chicago, D.C., London, Los Angeles, New York, Oslo, San Francisco, and Zürich. We apply our unique expertise across strategic communications, public affairs, resea…",2025-12-21,2025-12-21T23:42:37.992627,"$191,181 - $191,181",191181.47,191181.47,Full-time,"PR, Advertising & Marketing Jobs",3c4a49188a7239b14903215d89be6fca
Python Developer,Demo,"Panama City, Bay County",adzuna,Mid-level,Full-time,On-site,115414.39,115414.39,115414.39,"$115,414-$115,414",False,True,2025-12-21,500,2,"r, python",https://www.adzuna.com/details/5550966376?utm_medium=api&utm_source=41102b43,2025-12-21 23:42:37,5550966376,Demo,"Panama City, Bay County","Job Description Job Description Job Description Overview We are seeking a skilled Python Developer to join our dynamic software development team. The ideal candidate will have strong expertise in designing, developing, and deploying robust web and data solutions. In this role, you will collaborate with cross-functional teams—such as product managers, data scientists, and DevOps engineers—to build and optimize our applications and services. If you are passionate about coding and eager to work wi…",2025-12-21,2025-12-21T23:42:37.992627,"$115,414 - $115,414",115414.39,115414.39,Full-time,IT Jobs,97598c574ca9beaa8e611fc3d9ce71fa
"Associate Director, Design Strategy & Engineering",Abbvie,"North Chicago, Lake County",adzuna,Junior,Full-time,On-site,179689.5,179689.5,179689.5,"$179,690-$179,690",False,True,2025-12-21,500,6,r,https://www.adzuna.com/details/5550965329?utm_medium=api&utm_source=41102b43,2025-12-21 23:42:37,5550965329,AbbVie,"North Chicago, Lake County","Job Description Job Description Company Description AbbVie's mission is to discover and deliver innovative medicines and solutions that solve serious health issues today and address the medical challenges of tomorrow. We strive to have a remarkable impact on people's lives across several key therapeutic areas – immunology, oncology, neuroscience, and eye care – and products and services in our Allergan Aesthetics portfolio. For more information about AbbVie, please visit us at www.abbvie.com. F…",2025-12-21,2025-12-21T23:42:37.992627,"$179,690 - $179,690",179689.5,179689.5,Full-time,IT Jobs,d4d13fa1c4739e1fbdd18288482ac0bc
